specName,linkText,expectedURL,expectedTitle,condition
master,Annuities,https://uat.nationwide.com/personal/investing/annuities/,How do Annuities Work? – Nationwide,DirectLink
master,A,https://uat.nationwide.com/personal/investing/annuities/buyers-guides/#A,Annuity Digital Buyer's Guides – Nationwide,DirectLink
